975705491492962304|2018-03-19|12:08:11|GMT|GujaratTourism|Built in 1981, the VECHAAR (Vishalla Environmental Centre for Heritage of Art, Architecture and Research) Utensils Museum is an effort to cherish and preserve Gujarat’s rich culinary heritage and traditional artistic skills of its craftsmen.  #MuseumsofGujarat #VisitGujarat pic.twitter.com/5hcRehsuEh|2|13|67|#MuseumsofGujarat,#VisitGujarat
975697914080256000|2018-03-19|11:38:04|GMT|GujaratTourism|Auto World Vintage Car Museum in Ahmedabad is dedicated to a world-class collection of vintage cars, antique vehicles, utility vehicles, motorcycles, and medieval buggies.#MuseumsofGujarat #VisitGujarat pic.twitter.com/0iFNLRUKfq|2|21|85|#MuseumsofGujarat,#VisitGujarat
975410766777077761|2018-03-18|16:37:03|GMT|GujaratTourism|The Vande Mataram Memorial is a unique national monument seeking to immortalise the key episodes in India’s struggle for freedom from British Rule. #MusuemsofGujarat #VisitGujarat http://bit.ly/2tZaQPc  pic.twitter.com/Ck5lPjYfE6|0|13|96|#MusuemsofGujarat,#VisitGujarat
975275662889095169|2018-03-18|07:40:12|GMT|GujaratTourism|Maharaja Fatesingh Museum was established in the year 1961, as a school for the Maharaja’s children and later was converted into a museum. This museum has a varied collection of artefacts, works of art collected by Maharaja during his trips abroad and much more. #MuseumsofGujarat pic.twitter.com/0MqTbtrZJi|1|17|83|#MuseumsofGujarat
974984208899887106|2018-03-17|12:22:04|GMT|GujaratTourism|Wankaner museum near Rajkot, showcases the grandeur of old Kathiawar through royal belongings like shields, swords, duelling pistols, linen chests, portraits, paintings, thrones, silver plated howdahs. #MuseumsofGujarat #VisitGujarat pic.twitter.com/ZbxNi20DDl|0|11|81|#MuseumsofGujarat,#VisitGujarat
974679795517845505|2018-03-16|16:12:26|GMT|GujaratTourism|Shyamji Krishna Varma Memorial was built to pay a tribute to the contribution of Shyamji Krishna Varma in India’s freedom struggle. Exhibits, documentaries & films inspire the present and future generations. #MusuemsofGujarat #VisitGujarat pic.twitter.com/LfrL2ktSOu|0|22|85|#MusuemsofGujarat,#VisitGujarat
974548869072564224|2018-03-16|07:32:11|GMT|GujaratTourism|Gujarat has always been one of the most wonderful tourist places in India. At the foot of Shatrunjaya Hills, this museum dedicated to Jain heritage & culture, houses an excellent collection of Jain artefacts, excavated idols from earlier temples & much more.  #MuseumsofGujarat pic.twitter.com/XVFrlaSxbs|2|16|86|#MuseumsofGujarat
973903849932107776|2018-03-14|12:49:06|GMT|GujaratTourism|The beautiful museum celebrates the glorious crafts heritage of Kutch. Over forty distinct hand embroidery styles of Kutch, practiced by 12 different communities are on display here.  visit-  http://bit.ly/2FPfxQj #MuseumsofGujarat #VisitGujarat pic.twitter.com/VEMVTuD1ru|1|13|64|#MuseumsofGujarat,#VisitGujarat
973590587499827210|2018-03-13|16:04:19|GMT|GujaratTourism|Lakhota Palace in Jamnagar is a beautiful palace in the middle of Lakhota lake, built by the king Jam Ranmaliji. Lakhota Palace of yore is now transformed into a museum that houses relics of medieval times.#MuseumsofGujarat #VisitGujarat http://bit.ly/2FKPDx5  pic.twitter.com/QgZEpeKtPA|3|23|132|#MuseumsofGujarat,#VisitGujarat
973529716312309765|2018-03-13|12:02:26|GMT|GujaratTourism|Visit this place & get introduced to the lifestyle, costumes, heritage & ecology of the Dang tribe. This place provides learning about many major forms of tribal expression such as a stone funerary column, grass ornaments, stuffed birds, wood carving,,etc. #MuseumsofGujarat pic.twitter.com/BwFUez3O1K|3|11|74|#MuseumsofGujarat
973190255452016641|2018-03-12|13:33:32|GMT|GujaratTourism|Lothal is one of the best sites to see the urban planning of the Indus Valley Civilization (2600–1900 BC) .Allow yourself to be transported to an era 4,500 years ago, & see in your mind’s eye, a thriving port. #MuseumsofGujarat #VisitGujarat pic.twitter.com/mgXPcwxYdz|4|15|89|#MuseumsofGujarat,#VisitGujarat
973135694158880769|2018-03-12|09:56:44|GMT|GujaratTourism|The Lalbhai Dalpatbhai Institute of Indology in Ahmedabad is a humble abode where it conserves, nurtures and protects history in its womb and makes it come alive for the present generation.  #MuseumsofGujarat #VisitGujarat pic.twitter.com/irK35BAr3g|0|9|63|#MuseumsofGujarat,#VisitGujarat
972832415575048192|2018-03-11|13:51:36|GMT|GujaratTourism|The oldest museum in Gujarat, founded in 1877 by Maharao Khengarji, it has the largest existing collection of Kshatrapa inscriptions, dating to the 1st century AD, as well as examples of the extinct Kutchi script & an interesting collection of old coins. #MuseumsofGujarat pic.twitter.com/XT9tFRo4iQ|1|31|137|#MuseumsofGujarat
972773967432839168|2018-03-11|09:59:21|GMT|GujaratTourism|Bharatiya Sanskriti Darshan is a museum built by a scholar, Ramsinhji K Rathod to exhibit the folk art of Kutch. The museum exhibits an excellent collection of Kutchi folk art and crafts, especially from the more remote regions of the district.. #MuseumsofGujarat #VisitGujarat pic.twitter.com/nuHgPMCSsR|0|10|59|#MuseumsofGujarat,#VisitGujarat
972420436779786240|2018-03-10|10:34:33|GMT|GujaratTourism|Darbar Hall Museum is situated in the heart of the Junagadh City. This museum displays weaponry such as the stick gun and 'tiger nails', Jamnagar daggers, armours, etc. Revisit the royal era of Nawabs of Junagadh.  #MusuemsofGujarat #VisitGujarat pic.twitter.com/tfWnmMQmMj|2|15|82|#MusuemsofGujarat,#VisitGujarat
972091919747682305|2018-03-09|12:49:08|GMT|GujaratTourism|Dandi Kutir is a historical landmark & a museum created in Gujarat’s capital, Gandhinagar. It is one of a kind, three-layered architecture that is used to narrate the life of Gandhi with the modern technology to give an , immersive & spellbinding experience.  #MusuemsofGujarat pic.twitter.com/SInQqO1Yca|1|20|72|#MusuemsofGujarat
972053825191264261|2018-03-09|10:17:46|GMT|GujaratTourism|Alpana Heritage Museum is built in Gujarati Haveli style with traditional carvings in rich teakwood. This haveli cum museum is owned by Gujarati business family and their love for preserving heritage can be observed during your visit here.. #MuseumsofGujarat #VisitGujarat pic.twitter.com/8gPvfnA56A|0|17|80|#MuseumsofGujarat,#VisitGujarat
971725549524590592|2018-03-08|12:33:19|GMT|GujaratTourism|Established in April 1977, the Shreyas Folk Museum pays a tribute to the indefatigable spirit of the Gujarati women, who have added remarkable value to the Gujarati heritage with their soulful crafts and unbound imagination. #WomensDay #Gujarat #MusuemsofGujarat pic.twitter.com/8Ki8ajtzqW|0|22|88|#WomensDay,#Gujarat,#MusuemsofGujarat
971680068601659393|2018-03-08|09:32:35|GMT|GujaratTourism|Sharad Baug Museum was once the residence of Madansingh, the last king of Kutch. This Italian style mansion set in spacious & marvelously tended gardens was opened to the public in the year 1991 as a museum.   http://bit.ly/2FqoxaU #MuseumsofGujarat #VisitGujarat pic.twitter.com/Jx69e4RFsY|3|15|67|#MuseumsofGujarat,#VisitGujarat
971412291819274251|2018-03-07|15:48:32|GMT|GujaratTourism|Riverside Palace/Orchard Palace at Gondal is one of the most guest-friendly hotels in Gujarat. The Riverside Palace/Orchard Palace equipped with 7 double bedrooms at the Orchard palace and 11 double bedrooms at the Riverside Palace. #VisitGujarat #HeritageHotels pic.twitter.com/7Q81kHxoFk|3|9|60|#VisitGujarat,#HeritageHotels
971340065338097664|2018-03-07|11:01:32|GMT|GujaratTourism|Gujarat welcomes all filmmakers to come and explore the picture-perfect destinations in the Most Film-Friendly State of India! #CinematicTourism #VisitGujarat #IndianCinema #Gujarat https://youtu.be/Ll1mHw-iMbU |1|8|38|#CinematicTourism,#VisitGujarat,#IndianCinema,#Gujarat
970961115311095808|2018-03-06|09:55:44|GMT|GujaratTourism|A quaint Heritage hotel situated in a small town Gondal in Gujarat with an old world charm and ancient staff, reminiscent of a bygone era of Maharajas and their ways. #HeritageHotels #VisitGujarat pic.twitter.com/1eaRdJyaq5|0|14|72|#HeritageHotels,#VisitGujarat
970893930806915074|2018-03-05|05:28:46|GMT|GujaratTourism|Constructed in the late 1920s, Balaram Palace was the weekend retreat and hunting resort of the Lohanis who ruled from Jalore in southwestern Rajasthan. It can now become your retreat too! #HeritageHotels pic.twitter.com/SEiw75YD1M|2|11|47|#HeritageHotels
970690717814321152|2018-03-05|16:01:16|GMT|GujaratTourism|Balaram Palace Resort, once the hunting retreat of the Lohani Nawab of Palanpur, is now a Heritage Classic hotel. We welcome you to this opulent 13 acres of terraced upland with a hotel rising from a hilly stream & surrounded by lush green gardens. #HeritageHotels #VisitGujarat pic.twitter.com/vInqR26rza|2|17|112|#HeritageHotels,#VisitGujarat
970265059816542208|2018-03-04|11:49:51|GMT|GujaratTourism|The reasons for the immense popularity of Bhavani Villa- Danta is the majestic environment & warm hospitality. For nature lovers, the hotel is an ideal retreat. Surrounded by the Aravalli Range, this royal property offers a stay that leaves a lasting impressing #HeritageHotels pic.twitter.com/VtaRgapdrM|1|12|74|#HeritageHotels
970152957588144128|2018-03-03|04:24:24|GMT|GujaratTourism|Danta was an 895  http://sq.km  princely State ruled by Parmars, descendants of the great King of Ujjain. With the oldest part of the house as old as 150 years, a stay in the Bhavani Villa Danta Palace can turn out to be extremely exciting. #HeritageHotels #VisitGujarat pic.twitter.com/dVOsePNO1s|4|14|88|#HeritageHotels,#VisitGujarat
969925062563450880|2018-03-03|13:18:49|GMT|GujaratTourism|This #WorldWildlifeDay, with the theme of Save #BigCats, Gujarat is proud to showcase Sasan Gir National Park which has successfully conserved the Asiatic lions to raise their population to 650. Visit Sasan Gir. Visit the Asiatic Lions in their natural habitat. #Gujarat pic.twitter.com/ZepsnO9h0t|8|37|248|#WorldWildlifeDay,#BigCats,#Gujarat
969613672975912964|2018-03-02|16:41:28|GMT|GujaratTourism|Dowlat Villas Palace is a great heritage getaway for travellers across the world to experience the royal living. It has beautiful gothic style pillared balconies, attractive courtyards, open terraces, a lovely garden and comfortable rooms with antique furnishings. #HeritageHotels pic.twitter.com/MMLGOOw38Z|1|11|73|#HeritageHotels
969236084717768705|2018-03-01|15:41:04|GMT|GujaratTourism|Kadval Darbar Ghad shares its legacy with all who wish to experience and have a taste of this royal luxury. Discover countless secrets of the centuries past while you explore nature trails. For more details -  http://www.gujarattourism.com/hotel/details/1131 …#HeritageHotels #VisitGujarat pic.twitter.com/uE2ty0ePCo|0|9|64|#HeritageHotels,#VisitGujarat
